a, b, c
-148, 1365, 1
148, -1365, 1
-148, -1365, 1
1400, 159, 1
-1400, 159, 1
1400, -159, 1
-1400, -159, 1
3600, 4559, 1
-3600, 4559, 1
3600, -4559, 1
-3600, -4559, 1
3036, 4277, 1
-3036, 4277, 1
3036, -4277, 1
-3036, -4277, 1
13104, 6847, 1
-13104, 6847, 1
13104, -6847, 1
-13104, -6847, 1
4708, 10965, 1
-4708, 10965, 1
4708, -10965, 1
-4708, -10965, 1
12120, 6601, 1
-12120, 6601, 1
12120, -6601, 1
-12120, -6601, 1
3724, 9243, 1
-3724, 9243, 1
3724, -9243, 1
-3724, -9243, 1
3680, 12969, 1
-3680, 12969, 1
3680, -12969, 1
-3680, -12969, 1
3120, 14231, 1
-3120, 14231, 1
3120, -14231, 1
-3120, -14231, 1
2260, 12669, 1
-2260, 12669, 1
2260, -12669, 1
-2260, -12669, 1
1316, 8787, 1
-1316, 8787, 1
1316, -8787, 1
-1316, -8787, 1
12264, 1727, 1
-12264, 1727, 1
12264, -1727, 1
-12264, -1727, 1
1428, 10355, 1
-1428, 10355, 1
1428, -10355, 1
-1428, -10355, 1
11340, 1661, 1
-11340, 1661, 1
11340, -1661, 1
-11340, -1661, 1
11660, 8211, 1
-11660, 8211, 1
11660, -8211, 1
-11660, -8211, 1
12540, 9971, 1
-12540, 9971, 1
12540, -9971, 1
-12540, -9971, 1
504, 3953, 1
-504, 3953, 1
504, -3953, 1
-504, -3953, 1
3432, 415, 1
-3432, 415, 1
3432, -415, 1
-3432, -415, 1
8736, 11023, 1
-8736, 11023, 1
8736, -11023, 1
-8736, -11023, 1
7276, 10293, 1
-7276, 10293, 1
7276, -10293, 1
-7276, -10293, 1
2196, 14803, 1
-2196, 14803, 1
2196, -14803, 1
-2196, -14803, 1
12540, 8851, 1
-12540, 8851, 1
12540, -8851, 1
-12540, -8851, 1
13452, 10675, 1
-13452, 10675, 1
13452, -10675, 1
-13452, -10675, 1
520, 4209, 1
-520, 4209, 1
520, -4209, 1
-520, -4209, 1
2952, 385, 1
-2952, 385, 1
2952, -385, 1
-2952, -385, 1
7416, 9313, 1
-7416, 9313, 1
7416, -9313, 1
-7416, -9313, 1
6076, 8643, 1
-6076, 8643, 1
6076, -8643, 1
-6076, -8643, 1
996, 6853, 1
-996, 6853, 1
996, -6853, 1
-996, -6853, 1
5280, 721, 1
-5280, 721, 1
5280, -721, 1
-5280, -721, 1
1020, 7189, 1
-1020, 7189, 1
1020, -7189, 1
-1020, -7189, 1
4300, 651, 1
-4300, 651, 1
4300, -651, 1
-4300, -651, 1
10492, 13035, 1
-10492, 13035, 1
10492, -13035, 1
-10492, -13035, 1
8280, 11929, 1
-8280, 11929, 1
8280, -11929, 1
-8280, -11929, 1
1520, 8961, 1
-1520, 8961, 1
1520, -8961, 1
-1520, -8961, 1
6572, 1035, 1
-6572, 1035, 1
6572, -1035, 1
-6572, -1035, 1
1552, 9345, 1
-1552, 9345, 1
1552, -9345, 1
-1552, -9345, 1
5060, 909, 1
-5060, 909, 1
5060, -909, 1
-5060, -909, 1
11868, 14525, 1
-11868, 14525, 1
11868, -14525, 1
-11868, -14525, 1
8880, 13031, 1
-8880, 13031, 1
8880, -13031, 1
-8880, -13031, 1
1980, 9701, 1
-1980, 9701, 1
1980, -9701, 1
-1980, -9701, 1
7020, 1309, 1
-7020, 1309, 1
7020, -1309, 1
-7020, -1309, 1
2020, 10101, 1
-2020, 10101, 1
2020, -10101, 1
-2020, -10101, 1
5040, 1111, 1
-5040, 1111, 1
5040, -1111, 1
-5040, -1111, 1
11160, 13351, 1
-11160, 13351, 1
11160, -13351, 1
-11160, -13351, 1
7684, 11613, 1
-7684, 11613, 1
7684, -11613, 1
-7684, -11613, 1
2280, 8881, 1
-2280, 8881, 1
2280, -8881, 1
-2280, -8881, 1
6528, 1495, 1
-6528, 1495, 1
6528, -1495, 1
-6528, -1495, 1
9652, 14685, 1
-9652, 14685, 1
9652, -14685, 1
-9652, -14685, 1
2328, 9265, 1
-2328, 9265, 1
2328, -9265, 1
-2328, -9265, 1
4240, 1209, 1
-4240, 1209, 1
4240, -1209, 1
-4240, -1209, 1
8560, 9849, 1
-8560, 9849, 1
8560, -9849, 1
-8560, -9849, 1
5076, 8107, 1
-5076, 8107, 1
5076, -8107, 1
-5076, -8107, 1
14824, 7257, 1
-14824, 7257, 1
14824, -7257, 1
-14824, -7257, 1
6588, 14155, 1
-6588, 14155, 1
6588, -14155, 1
-6588, -14155, 1
10560, 6191, 1
-10560, 6191, 1
10560, -6191, 1
-10560, -6191, 1
13640, 12351, 1
-13640, 12351, 1
13640, -12351, 1
-13640, -12351, 1
2324, 6693, 1
-2324, 6693, 1
2324, -6693, 1
-2324, -6693, 1
5192, 1545, 1
-5192, 1545, 1
5192, -1545, 1
-5192, -1545, 1
10296, 11753, 1
-10296, 11753, 1
10296, -11753, 1
-10296, -11753, 1
5916, 9563, 1
-5916, 9563, 1
5916, -9563, 1
-5916, -9563, 1
11400, 6751, 1
-11400, 6751, 1
11400, -6751, 1
-11400, -6751, 1
14592, 13135, 1
-14592, 13135, 1
14592, -13135, 1
-14592, -13135, 1
2380, 7029, 1
-2380, 7029, 1
2380, -7029, 1
-2380, -7029, 1
2852, 1155, 1
-2852, 1155, 1
2852, -1155, 1
-2852, -1155, 1
4836, 5123, 1
-4836, 5123, 1
4836, -5123, 1
-4836, -5123, 1
2016, 3713, 1
-2016, 3713, 1
2016, -3713, 1
-2016, -3713, 1
3300, 1411, 1
-3300, 1411, 1
3300, -1411, 1
-3300, -1411, 1
5412, 5635, 1
-5412, 5635, 1
5412, -5635, 1
-5412, -5635, 1
2080, 3969, 1
-2080, 3969, 1
2080, -3969, 1
-2080, -3969, 1
1260, 901, 1
-1260, 901, 1
1260, -901, 1
-1260, -901, 1
1332, 1045, 1
-1332, 1045, 1
1332, -1045, 1
-1332, -1045, 1
40, 399, 1
-40, 399, 1
40, -399, 1
-40, -399, 1
264, 23, 1
-264, 23, 1
264, -23, 1
-264, -23, 1
704, 903, 1
-704, 903, 1
704, -903, 1
-704, -903, 1
620, 861, 1
-620, 861, 1
620, -861, 1
-620, -861, 1
2784, 1463, 1
-2784, 1463, 1
2784, -1463, 1
-2784, -1463, 1
3944, 3783, 1
-3944, 3783, 1
3944, -3783, 1
-3944, -3783, 1
980, 2301, 1
-980, 2301, 1
980, -2301, 1
-980, -2301, 1
2632, 1425, 1
-2632, 1425, 1
2632, -1425, 1
-2632, -1425, 1
3640, 3441, 1
-3640, 3441, 1
3640, -3441, 1
-3640, -3441, 1
828, 2035, 1
-828, 2035, 1
828, -2035, 1
-828, -2035, 1
5160, 1751, 1
-5160, 1751, 1
5160, -1751, 1
-5160, -1751, 1
9632, 10695, 1
-9632, 10695, 1
9632, -10695, 1
-9632, -10695, 1
4940, 8349, 1
-4940, 8349, 1
4940, -8349, 1
-4940, -8349, 1
11712, 5495, 1
-11712, 5495, 1
11712, -5495, 1
-11712, -5495, 1
5876, 12093, 1
-5876, 12093, 1
5876, -12093, 1
-5876, -12093, 1
6952, 4305, 1
-6952, 4305, 1
6952, -4305, 1
-6952, -4305, 1
8536, 7473, 1
-8536, 7473, 1
8536, -7473, 1
-8536, -7473, 1
1116, 3763, 1
-1116, 3763, 1
1116, -3763, 1
-1116, -3763, 1
4956, 1717, 1
-4956, 1717, 1
4956, -1717, 1
-4956, -1717, 1
9156, 10117, 1
-9156, 10117, 1
9156, -10117, 1
-9156, -10117, 1
4600, 7839, 1
-4600, 7839, 1
4600, -7839, 1
-4600, -7839, 1
10556, 4917, 1
-10556, 4917, 1
10556, -4917, 1
-10556, -4917, 1
5400, 11039, 1
-5400, 11039, 1
5400, -11039, 1
-5400, -11039, 1
6068, 3795, 1
-6068, 3795, 1
6068, -3795, 1
-6068, -3795, 1
7380, 6419, 1
-7380, 6419, 1
7380, -6419, 1
-7380, -6419, 1
912, 3185, 1
-912, 3185, 1
912, -3185, 1
-912, -3185, 1
7208, 1815, 1
-7208, 1815, 1
7208, -1815, 1
-7208, -1815, 1
14140, 5301, 1
-14140, 5301, 1
14140, -5301, 1
-14140, -5301, 1
11220, 7379, 1
-11220, 7379, 1
11220, -7379, 1
-11220, -7379, 1
12980, 10899, 1
-12980, 10899, 1
12980, -10899, 1
-12980, -10899, 1
1136, 4977, 1
-1136, 4977, 1
1136, -4977, 1
-1136, -4977, 1
6968, 1785, 1
-6968, 1785, 1
6968, -1785, 1
-6968, -1785, 1
9324, 14507, 1
-9324, 14507, 1
9324, -14507, 1
-9324, -14507, 1
12220, 4611, 1
-12220, 4611, 1
12220, -4611, 1
-12220, -4611, 1
9300, 6149, 1
-9300, 6149, 1
9300, -6149, 1
-9300, -6149, 1
10700, 8949, 1
-10700, 8949, 1
10700, -8949, 1
-10700, -8949, 1
896, 4047, 1
-896, 4047, 1
896, -4047, 1
-896, -4047, 1
8496, 1703, 1
-8496, 1703, 1
8496, -1703, 1
-8496, -1703, 1
14508, 9845, 1
-14508, 9845, 1
14508, -9845, 1
-14508, -9845, 1
1064, 5727, 1
-1064, 5727, 1
1064, -5727, 1
-1064, -5727, 1
8236, 1677, 1
-8236, 1677, 1
8236, -1677, 1
-8236, -1677, 1
11440, 7791, 1
-11440, 7791, 1
11440, -7791, 1
-11440, -7791, 1
12760, 10431, 1
-12760, 10431, 1
12760, -10431, 1
-12760, -10431, 1
804, 4453, 1
-804, 4453, 1
804, -4453, 1
-804, -4453, 1
8784, 1463, 1
-8784, 1463, 1
8784, -1463, 1
-8784, -1463, 1
924, 5893, 1
-924, 5893, 1
924, -5893, 1
-924, -5893, 1
8520, 1441, 1
-8520, 1441, 1
8520, -1441, 1
-8520, -1441, 1
11984, 8313, 1
-11984, 8313, 1
11984, -8313, 1
-11984, -8313, 1
13104, 10553, 1
-13104, 10553, 1
13104, -10553, 1
-13104, -10553, 1
660, 4331, 1
-660, 4331, 1
660, -4331, 1
-660, -4331, 1
8024, 1143, 1
-8024, 1143, 1
8024, -1143, 1
-8024, -1143, 1
740, 5451, 1
-740, 5451, 1
740, -5451, 1
-740, -5451, 1
7772, 1125, 1
-7772, 1125, 1
7772, -1125, 1
-7772, -1125, 1
10812, 7595, 1
-10812, 7595, 1
10812, -7595, 1
-10812, -7595, 1
11660, 9291, 1
-11660, 9291, 1
11660, -9291, 1
-11660, -9291, 1
488, 3705, 1
-488, 3705, 1
488, -3705, 1
-488, -3705, 1
6360, 791, 1
-6360, 791, 1
6360, -791, 1
-6360, -791, 1
13452, 9515, 1
-13452, 9515, 1
13452, -9515, 1
-13452, -9515, 1
14396, 11403, 1
-14396, 11403, 1
14396, -11403, 1
-14396, -11403, 1
536, 4473, 1
-536, 4473, 1
536, -4473, 1
-536, -4473, 1
6136, 777, 1
-6136, 777, 1
6136, -777, 1
-6136, -777, 1
8188, 5805, 1
-8188, 5805, 1
8188, -5805, 1
-8188, -5805, 1
8740, 6909, 1
-8740, 6909, 1
8740, -6909, 1
-8740, -6909, 1
312, 2695, 1
-312, 2695, 1
312, -2695, 1
-312, -2695, 1
4128, 455, 1
-4128, 455, 1
4128, -455, 1
-4128, -455, 1
10664, 13527, 1
-10664, 13527, 1
10664, -13527, 1
-10664, -13527, 1
9044, 12717, 1
-9044, 12717, 1
9044, -12717, 1
-9044, -12717, 1
14560, 1881, 1
-14560, 1881, 1
14560, -1881, 1
-14560, -1881, 1
9700, 6909, 1
-9700, 6909, 1
9700, -6909, 1
-9700, -6909, 1
10300, 8109, 1
-10300, 8109, 1
10300, -8109, 1
-10300, -8109, 1
336, 3127, 1
-336, 3127, 1
336, -3127, 1
-336, -3127, 1
3948, 445, 1
-3948, 445, 1
3948, -445, 1
-3948, -445, 1
10164, 12877, 1
-10164, 12877, 1
10164, -12877, 1
-10164, -12877, 1
8584, 12087, 1
-8584, 12087, 1
8584, -12087, 1
-8584, -12087, 1
1540, 12051, 1
-1540, 12051, 1
1540, -12051, 1
-1540, -12051, 1
11060, 1341, 1
-11060, 1341, 1
11060, -1341, 1
-11060, -1341, 1
1596, 12947, 1
-1596, 12947, 1
1596, -12947, 1
-1596, -12947, 1
9620, 1251, 1
-9620, 1251, 1
9620, -1251, 1
-9620, -1251, 1
14880, 2249, 1
-14880, 2249, 1
14880, -2249, 1
-14880, -2249, 1
10680, 4321, 1
-10680, 4321, 1
10680, -4321, 1
-10680, -4321, 1
7564, 13923, 1
-7564, 13923, 1
7564, -13923, 1
-7564, -13923, 1
12416, 5313, 1
-12416, 5313, 1
12416, -5313, 1
-12416, -5313, 1
7812, 14915, 1
-7812, 14915, 1
7812, -14915, 1
-7812, -14915, 1
4760, 3399, 1
-4760, 3399, 1
4760, -3399, 1
-4760, -3399, 1
5040, 3959, 1
-5040, 3959, 1
5040, -3959, 1
-5040, -3959, 1
156, 1517, 1
-156, 1517, 1
156, -1517, 1
-156, -1517, 1
1856, 183, 1
-1856, 183, 1
1856, -183, 1
-1856, -183, 1
4872, 6215, 1
-4872, 6215, 1
4872, -6215, 1
-4872, -6215, 1
4212, 5885, 1
-4212, 5885, 1
4212, -5885, 1
-4212, -5885, 1
5428, 13395, 1
-5428, 13395, 1
5428, -13395, 1
-5428, -13395, 1
880, 7719, 1
-880, 7719, 1
880, -7719, 1
-880, -7719, 1
8296, 903, 1
-8296, 903, 1
8296, -903, 1
-8296, -903, 1
920, 8439, 1
-920, 8439, 1
920, -8439, 1
-920, -8439, 1
7540, 861, 1
-7540, 861, 1
7540, -861, 1
-7540, -861, 1
14220, 1859, 1
-14220, 1859, 1
14220, -1859, 1
-14220, -1859, 1
12160, 4929, 1
-12160, 4929, 1
12160, -4929, 1
-12160, -4929, 1
14008, 5985, 1
-14008, 5985, 1
14008, -5985, 1
-14008, -5985, 1
5328, 3815, 1
-5328, 3815, 1
5328, -3815, 1
-5328, -3815, 1
5624, 4407, 1
-5624, 4407, 1
5624, -4407, 1
-5624, -4407, 1
164, 1677, 1
-164, 1677, 1
164, -1677, 1
-164, -1677, 1
1736, 177, 1
-1736, 177, 1
1736, -177, 1
-1736, -177, 1
4536, 5777, 1
-4536, 5777, 1
4536, -5777, 1
-4536, -5777, 1
3900, 5459, 1
-3900, 5459, 1
3900, -5459, 1
-3900, -5459, 1
6100, 14259, 1
-6100, 14259, 1
6100, -14259, 1
-6100, -14259, 1
4972, 12285, 1
-4972, 12285, 1
4972, -12285, 1
-4972, -12285, 1
1512, 11615, 1
-1512, 11615, 1
1512, -11615, 1
-1512, -11615, 1
1624, 13407, 1
-1624, 13407, 1
1624, -13407, 1
-1624, -13407, 1
14904, 1903, 1
-14904, 1903, 1
14904, -1903, 1
-14904, -1903, 1
568, 5025, 1
-568, 5025, 1
568, -5025, 1
-568, -5025, 1
4312, 465, 1
-4312, 465, 1
4312, -465, 1
-4312, -465, 1
11176, 14193, 1
-11176, 14193, 1
11176, -14193, 1
-11176, -14193, 1
9516, 13363, 1
-9516, 13363, 1
9516, -13363, 1
-9516, -13363, 1
584, 5313, 1
-584, 5313, 1
584, -5313, 1
-584, -5313, 1
3772, 435, 1
-3772, 435, 1
3772, -435, 1
-3772, -435, 1
9676, 12243, 1
-9676, 12243, 1
9676, -12243, 1
-9676, -12243, 1
8136, 11473, 1
-8136, 11473, 1
8136, -11473, 1
-8136, -11473, 1
1140, 8989, 1
-1140, 8989, 1
1140, -8989, 1
-1140, -8989, 1
6820, 819, 1
-6820, 819, 1
6820, -819, 1
-6820, -819, 1
1164, 9373, 1
-1164, 9373, 1
1164, -9373, 1
-1164, -9373, 1
5700, 749, 1
-5700, 749, 1
5700, -749, 1
-5700, -749, 1
1776, 12257, 1
-1776, 12257, 1
1776, -12257, 1
-1776, -12257, 1
8804, 1197, 1
-8804, 1197, 1
8804, -1197, 1
-8804, -1197, 1
1808, 12705, 1
-1808, 12705, 1
1808, -12705, 1
-1808, -12705, 1
7040, 1071, 1
-7040, 1071, 1
7040, -1071, 1
-7040, -1071, 1
2380, 14061, 1
-2380, 14061, 1
2380, -14061, 1
-2380, -14061, 1
9880, 1551, 1
-9880, 1551, 1
9880, -1551, 1
-9880, -1551, 1
2420, 14541, 1
-2420, 14541, 1
2420, -14541, 1
-2420, -14541, 1
7504, 1353, 1
-7504, 1353, 1
7504, -1353, 1
-7504, -1353, 1
2856, 14017, 1
-2856, 14017, 1
2856, -14017, 1
-2856, -14017, 1
9856, 1833, 1
-9856, 1833, 1
9856, -1833, 1
-9856, -1833, 1
2904, 14497, 1
-2904, 14497, 1
2904, -14497, 1
-2904, -14497, 1
6996, 1547, 1
-6996, 1547, 1
6996, -1547, 1
-6996, -1547, 1
3108, 12125, 1
-3108, 12125, 1
3108, -12125, 1
-3108, -12125, 1
8732, 1995, 1
-8732, 1995, 1
8732, -1995, 1
-8732, -1995, 1
3164, 12573, 1
-3164, 12573, 1
3164, -12573, 1
-3164, -12573, 1
5612, 1605, 1
-5612, 1605, 1
5612, -1605, 1
-5612, -1605, 1
11316, 13013, 1
-11316, 13013, 1
11316, -13013, 1
-11316, -13013, 1
6696, 10703, 1
-6696, 10703, 1
6696, -10703, 1
-6696, -10703, 1
13860, 8131, 1
-13860, 8131, 1
13860, -8131, 1
-13860, -8131, 1
3040, 8769, 1
-3040, 8769, 1
3040, -8769, 1
-3040, -8769, 1
6700, 1989, 1
-6700, 1989, 1
6700, -1989, 1
-6700, -1989, 1
7656, 12367, 1
-7656, 12367, 1
7656, -12367, 1
-7656, -12367, 1
14820, 8771, 1
-14820, 8771, 1
14820, -8771, 1
-14820, -8771, 1
3104, 9153, 1
-3104, 9153, 1
3104, -9153, 1
-3104, -9153, 1
3640, 1479, 1
-3640, 1479, 1
3640, -1479, 1
-3640, -1479, 1
6160, 6519, 1
-6160, 6519, 1
6160, -6519, 1
-6160, -6519, 1
2556, 4717, 1
-2556, 4717, 1
2556, -4717, 1
-2556, -4717, 1
4144, 1767, 1
-4144, 1767, 1
4144, -1767, 1
-4144, -1767, 1
6808, 7095, 1
-6808, 7095, 1
6808, -7095, 1
-6808, -7095, 1
2628, 5005, 1
-2628, 5005, 1
2628, -5005, 1
-2628, -5005, 1
1560, 1121, 1
-1560, 1121, 1
1560, -1121, 1
-1560, -1121, 1
1640, 1281, 1
-1640, 1281, 1
1640, -1281, 1
-1640, -1281, 1
44, 483, 1
-44, 483, 1
44, -483, 1
-44, -483, 1
312, 25, 1
-312, 25, 1
312, -25, 1
-312, -25, 1
840, 1081, 1
-840, 1081, 1
840, -1081, 1
-840, -1081, 1
748, 1035, 1
-748, 1035, 1
748, -1035, 1
-748, -1035, 1
3392, 1785, 1
-3392, 1785, 1
3392, -1785, 1
-3392, -1785, 1
4800, 4601, 1
-4800, 4601, 1
4800, -4601, 1
-4800, -4601, 1
1188, 2795, 1
-1188, 2795, 1
1188, -2795, 1
-1188, -2795, 1
3224, 1743, 1
-3224, 1743, 1
3224, -1743, 1
-3224, -1743, 1
4464, 4223, 1
-4464, 4223, 1
4464, -4223, 1
-4464, -4223, 1
1020, 2501, 1
-1020, 2501, 1
1020, -2501, 1
-1020, -2501, 1
6432, 2185, 1
-6432, 2185, 1
6432, -2185, 1
-6432, -2185, 1
12000, 13321, 1
-12000, 13321, 1
12000, -13321, 1
-12000, -13321, 1
6148, 10395, 1
-6148, 10395, 1
6148, -10395, 1
-6148, -10395, 1
14552, 6825, 1
-14552, 6825, 1
14552, -6825, 1
-14552, -6825, 1
8624, 5343, 1
-8624, 5343, 1
8624, -5343, 1
-8624, -5343, 1
10584, 9263, 1
-10584, 9263, 1
10584, -9263, 1
-10584, -9263, 1
1380, 4661, 1
-1380, 4661, 1
1380, -4661, 1
-1380, -4661, 1
6204, 2147, 1
-6204, 2147, 1
6204, -2147, 1
-6204, -2147, 1
11468, 12675, 1
-11468, 12675, 1
11468, -12675, 1
-11468, -12675, 1
5768, 9825, 1
-5768, 9825, 1
5768, -9825, 1
-5768, -9825, 1
13260, 6179, 1
-13260, 6179, 1
13260, -6179, 1
-13260, -6179, 1
6776, 13857, 1
-6776, 13857, 1
6776, -13857, 1
-6776, -13857, 1
7636, 4773, 1
-7636, 4773, 1
7636, -4773, 1
-7636, -4773, 1
9292, 8085, 1
-9292, 8085, 1
9292, -8085, 1
-9292, -8085, 1
1152, 4015, 1
-1152, 4015, 1
1152, -4015, 1
-1152, -4015, 1
9240, 2329, 1
-9240, 2329, 1
9240, -2329, 1
-9240, -2329, 1
14260, 9381, 1
-14260, 9381, 1
14260, -9381, 1
-14260, -9381, 1
1440, 6319, 1
-1440, 6319, 1
1440, -6319, 1
-1440, -6319, 1
8968, 2295, 1
-8968, 2295, 1
8968, -2295, 1
-8968, -2295, 1
12084, 7987, 1
-12084, 7987, 1
12084, -7987, 1
-12084, -7987, 1
13908, 11635, 1
-13908, 11635, 1
13908, -11635, 1
-13908, -11635, 1
1168, 5265, 1
-1168, 5265, 1
1168, -5265, 1
-1168, -5265, 1
11288, 2265, 1
-11288, 2265, 1
11288, -2265, 1
-11288, -2265, 1
1392, 7505, 1
-1392, 7505, 1
1392, -7505, 1
-1392, -7505, 1
10988, 2235, 1
-10988, 2235, 1
10988, -2235, 1
-10988, -2235, 1
1092, 6035, 1
-1092, 6035, 1
1092, -6035, 1
-1092, -6035, 1
12240, 2041, 1
-12240, 2041, 1
12240, -2041, 1
-12240, -2041, 1
1260, 8051, 1
-1260, 8051, 1
1260, -8051, 1
-1260, -8051, 1
11928, 2015, 1
-11928, 2015, 1
11928, -2015, 1
-11928, -2015, 1
948, 6205, 1
-948, 6205, 1
948, -6205, 1
-948, -6205, 1
11952, 1705, 1
-11952, 1705, 1
11952, -1705, 1
-11952, -1705, 1
1068, 7885, 1
-1068, 7885, 1
1068, -7885, 1
-1068, -7885, 1
11644, 1683, 1
-11644, 1683, 1
11644, -1683, 1
-11644, -1683, 1
760, 5751, 1
-760, 5751, 1
760, -5751, 1
-760, -5751, 1
10472, 1305, 1
-10472, 1305, 1
10472, -1305, 1
-10472, -1305, 1
840, 7031, 1
-840, 7031, 1
840, -7031, 1
-840, -7031, 1
10184, 1287, 1
-10184, 1287, 1
10184, -1287, 1
-10184, -1287, 1
14396, 10203, 1
-14396, 10203, 1
14396, -10203, 1
-14396, -10203, 1
552, 4745, 1
-552, 4745, 1
552, -4745, 1
-552, -4745, 1
8040, 889, 1
-8040, 889, 1
8040, -889, 1
-8040, -889, 1
600, 5609, 1
-600, 5609, 1
600, -5609, 1
-600, -5609, 1
7788, 875, 1
-7788, 875, 1
7788, -875, 1
-7788, -875, 1
10504, 7497, 1
-10504, 7497, 1
10504, -7497, 1
-10504, -7497, 1
11128, 8745, 1
-11128, 8745, 1
11128, -8745, 1
-11128, -8745, 1
348, 3355, 1
-348, 3355, 1
348, -3355, 1
-348, -3355, 1
5088, 505, 1
-5088, 505, 1
5088, -505, 1
-5088, -505, 1
12208, 8745, 1
-12208, 8745, 1
12208, -8745, 1
-12208, -8745, 1
12880, 10089, 1
-12880, 10089, 1
12880, -10089, 1
-12880, -10089, 1
372, 3835, 1
-372, 3835, 1
372, -3835, 1
-372, -3835, 1
4888, 495, 1
-4888, 495, 1
4888, -495, 1
-4888, -495, 1
13904, 1503, 1
-13904, 1503, 1
13904, -1503, 1
-13904, -1503, 1
12284, 1413, 1
-12284, 1413, 1
12284, -1413, 1
-12284, -1413, 1
13736, 5577, 1
-13736, 5577, 1
13736, -5577, 1
-13736, -5577, 1
5928, 4255, 1
-5928, 4255, 1
5928, -4255, 1
-5928, -4255, 1
6240, 4879, 1
-6240, 4879, 1
6240, -4879, 1
-6240, -4879, 1
172, 1845, 1
-172, 1845, 1
172, -1845, 1
-172, -1845, 1
2240, 201, 1
-2240, 201, 1
2240, -201, 1
-2240, -201, 1
5952, 7625, 1
-5952, 7625, 1
5952, -7625, 1
-5952, -7625, 1
5220, 7259, 1
-5220, 7259, 1
5220, -7259, 1
-5220, -7259, 1
980, 9579, 1
-980, 9579, 1
980, -9579, 1
-980, -9579, 1
10200, 1001, 1
-10200, 1001, 1
10200, -1001, 1
-10200, -1001, 1
1020, 10379, 1
-1020, 10379, 1
1020, -10379, 1
-1020, -10379, 1
9360, 959, 1
-9360, 959, 1
9360, -959, 1
-9360, -959, 1
6560, 4719, 1
-6560, 4719, 1
6560, -4719, 1
-6560, -4719, 1
6888, 5375, 1
-6888, 5375, 1
6888, -5375, 1
-6888, -5375, 1
180, 2021, 1
-180, 2021, 1
180, -2021, 1
-180, -2021, 1
2108, 195, 1
-2108, 195, 1
2108, -195, 1
-2108, -195, 1
5580, 7139, 1
-5580, 7139, 1
5580, -7139, 1
-5580, -7139, 1
4872, 6785, 1
-4872, 6785, 1
4872, -6785, 1
-4872, -6785, 1
1708, 14835, 1
-1708, 14835, 1
1708, -14835, 1
-1708, -14835, 1
632, 6225, 1
-632, 6225, 1
632, -6225, 1
-632, -6225, 1
5292, 515, 1
-5292, 515, 1
5292, -515, 1
-5292, -515, 1
648, 6545, 1
-648, 6545, 1
648, -6545, 1
-648, -6545, 1
4692, 485, 1
-4692, 485, 1
4692, -485, 1
-4692, -485, 1
10496, 14703, 1
-10496, 14703, 1
10496, -14703, 1
-10496, -14703, 1
1284, 11413, 1
-1284, 11413, 1
1284, -11413, 1
-1284, -11413, 1
8556, 917, 1
-8556, 917, 1
8556, -917, 1
-8556, -917, 1
1308, 11845, 1
-1308, 11845, 1
1308, -11845, 1
-1308, -11845, 1
7296, 847, 1
-7296, 847, 1
7296, -847, 1
-7296, -847, 1
11360, 1359, 1
-11360, 1359, 1
11360, -1359, 1
-11360, -1359, 1
9344, 1233, 1
-9344, 1233, 1
9344, -1233, 1
-9344, -1233, 1
13224, 1793, 1
-13224, 1793, 1
13224, -1793, 1
-13224, -1793, 1
10452, 1595, 1
-10452, 1595, 1
10452, -1595, 1
-10452, -1595, 1
13860, 2171, 1
-13860, 2171, 1
13860, -2171, 1
-13860, -2171, 1
10428, 1885, 1
-10428, 1885, 1
10428, -1885, 1
-10428, -1885, 1
13172, 2445, 1
-13172, 2445, 1
13172, -2445, 1
-13172, -2445, 1
9272, 2055, 1
-9272, 2055, 1
9272, -2055, 1
-9272, -2055, 1
11256, 2567, 1
-11256, 2567, 1
11256, -2567, 1
-11256, -2567, 1
7176, 2057, 1
-7176, 2057, 1
7176, -2057, 1
-7176, -2057, 1
8540, 13659, 1
-8540, 13659, 1
8540, -13659, 1
-8540, -13659, 1
3852, 11125, 1
-3852, 11125, 1
3852, -11125, 1
-3852, -11125, 1
8400, 2489, 1
-8400, 2489, 1
8400, -2489, 1
-8400, -2489, 1
3924, 11557, 1
-3924, 11557, 1
3924, -11557, 1
-3924, -11557, 1
4524, 1843, 1
-4524, 1843, 1
4524, -1843, 1
-4524, -1843, 1
7644, 8083, 1
-7644, 8083, 1
7644, -8083, 1
-7644, -8083, 1
3160, 5841, 1
-3160, 5841, 1
3160, -5841, 1
-3160, -5841, 1
5084, 2163, 1
-5084, 2163, 1
5084, -2163, 1
-5084, -2163, 1
8364, 8723, 1
-8364, 8723, 1
8364, -8723, 1
-8364, -8723, 1
3240, 6161, 1
-3240, 6161, 1
3240, -6161, 1
-3240, -6161, 1
1892, 1365, 1
-1892, 1365, 1
1892, -1365, 1
-1892, -1365, 1
1980, 1541, 1
-1980, 1541, 1
1980, -1541, 1
-1980, -1541, 1
48, 575, 1
-48, 575, 1
48, -575, 1
-48, -575, 1
364, 27, 1
-364, 27, 1
364, -27, 1
-364, -27, 1
988, 1275, 1
-988, 1275, 1
988, -1275, 1
-988, -1275, 1
888, 1225, 1
-888, 1225, 1
888, -1225, 1
-888, -1225, 1
4060, 2139, 1
-4060, 2139, 1
4060, -2139, 1
-4060, -2139, 1
5740, 5499, 1
-5740, 5499, 1
5740, -5499, 1
-5740, -5499, 1
1416, 3337, 1
